Year,FishCountry,TaxonName,CommonName,SumCatch
1980,Russian Federation,Thunnus obesus,Bigeye tuna,1013.749393
1980,Russian Federation,Euthynnus alletteratus,Little tunny,4.553232059
1980,Russian Federation,Scombridae,Mackerels  tunas and bonitos,301.302936
1980,Russian Federation,Katsuwonus pelamis,Skipjack tuna,953.5041819
1980,Russian Federation,Thunnus albacares,Yellowfin tuna,142.4638812
1980,Saint Helena (UK),Thunnus alalunga,Albacore,3.899709432
1980,Saint Helena (UK),Thunnus obesus,Bigeye tuna,8.513555185
1980,Saint Helena (UK),Katsuwonus pelamis,Skipjack tuna,66.14072223
1980,Saint Helena (UK),Thunnus albacares,Yellowfin tuna,51.79156885
1980,Senegal,Thunnus obesus,Bigeye tuna,9.431965438
1980,Senegal,Euthynnus alletteratus,Little tunny,17.20548401
1980,Senegal,Katsuwonus pelamis,Skipjack tuna,36.8864919
1980,Senegal,Thunnus albacares,Yellowfin tuna,78.97763422
1980,Sierra Leone,Scombridae,Mackerels  tunas and bonitos,75.81143544
1980,Singapore,Scombridae,Mackerels  tunas and bonitos,1393.644892
1980,Singapore,Katsuwonus pelamis,Skipjack tuna,34.95894575
1980,South Africa,Thunnus alalunga,Albacore,1585.124217
1980,South Africa,Thunnus obesus,Bigeye tuna,391.0179661
1980,South Africa,Katsuwonus pelamis,Skipjack tuna,42.34701449
1980,South Africa,Thunnus maccoyii,Southern bluefin tuna,11.71666389
1980,South Africa,Thunnus albacares,Yellowfin tuna,475.5848169
1980,Spain,Thunnus alalunga,Albacore,1099.540908
1980,Spain,Thunnus thynnus,Atlantic bluefin tuna,671.3097525
1980,Spain,Thunnus obesus,Bigeye tuna,6289.108503
1980,Spain,Euthynnus alletteratus,Little tunny,0.250508053
1980,Spain,Scombridae,Mackerels  tunas and bonitos,185.8616686
1980,Spain,Katsuwonus pelamis,Skipjack tuna,9750.192327
1980,Spain,Thunnus albacares,Yellowfin tuna,15341.55571
1980,Sri Lanka,Scombridae,Mackerels  tunas and bonitos,16934.98218
1980,Sri Lanka,Katsuwonus pelamis,Skipjack tuna,14078.33294
1980,Sri Lanka,Thunnus albacares,Yellowfin tuna,5944.33101
1980,Taiwan,Thunnus alalunga,Albacore,49860.45488
1980,Taiwan,Thunnus thynnus,Atlantic bluefin tuna,18.18291179
1980,Taiwan,Thunnus obesus,Bigeye tuna,11858.83166
1980,Taiwan,Makaira nigricans,Blue marlin,154.9037706
1980,Taiwan,Euthynnus affinis,Kawakawa,91.73075973
1980,Taiwan,Thunnus tonggol,Longtail tuna,2.515596586
1980,Taiwan,Scombridae,Mackerels  tunas and bonitos,4190.203104
1980,Taiwan,Thunnus orientalis,Pacific bluefin tuna,108.3280991
1980,Taiwan,Katsuwonus pelamis,Skipjack tuna,2114.140066
1980,Taiwan,Thunnus maccoyii,Southern bluefin tuna,55.66643899
1980,Taiwan,Thunnus albacares,Yellowfin tuna,19582.86391
1980,Tanzania,Scombridae,Mackerels  tunas and bonitos,307.336528
1980,Thailand,Euthynnus affinis,Kawakawa,1078.810728
1980,Thailand,Thunnus tonggol,Longtail tuna,832.8167089
1980,Togo,Scombridae,Mackerels  tunas and bonitos,247.4936002
1980,Tonga,Scombridae,Mackerels  tunas and bonitos,405.40153
1980,Trinidad & Tobago,Scombridae,Mackerels  tunas and bonitos,89.59350325
1980,Ukraine,Thunnus alalunga,Albacore,20.16675302
1980,Ukraine,Thunnus obesus,Bigeye tuna,633.0457328
1980,Ukraine,Euthynnus alletteratus,Little tunny,3.53084058
1980,Ukraine,Scombridae,Mackerels  tunas and bonitos,166.3903062
1980,Ukraine,Katsuwonus pelamis,Skipjack tuna,557.9164303
1980,Ukraine,Thunnus albacares,Yellowfin tuna,82.95557736
1980,United Arab Emirates,Euthynnus affinis,Kawakawa,96.42975279
1980,United Arab Emirates,Thunnus tonggol,Longtail tuna,1303.114558
1980,Uruguay,Scombridae,Mackerels  tunas and bonitos,0.216339363
1980,USA,Thunnus alalunga,Albacore,5523.932945
1980,USA,Thunnus thynnus,Atlantic bluefin tuna,28.04623157
1980,USA,Thunnus obesus,Bigeye tuna,2757.288872
1980,USA,Euthynnus lineatus,Black skipjack,108.9999971
1980,USA,Thunnus atlanticus,Blackfin tuna,0.172995822
1980,USA,Euthynnus affinis,Kawakawa,11.03694018
1980,USA,Scombridae,Mackerels  tunas and bonitos,239.4300408
1980,USA,Thunnus orientalis,Pacific bluefin tuna,1659.437316
1980,USA,Katsuwonus pelamis,Skipjack tuna,84129.5163
1980,USA,Thunnus albacares,Yellowfin tuna,80291.34352
1980,Vanuatu,Thunnus alalunga,Albacore,159.0086119
1980,Venezuela,Thunnus alalunga,Albacore,314.223102
1980,Venezuela,Thunnus obesus,Bigeye tuna,1923.817831
1980,Venezuela,Makaira nigricans,Blue marlin,86.10301618
1980,Venezuela,Katsuwonus pelamis,Skipjack tuna,4712.257103
1980,Venezuela,Thunnus albacares,Yellowfin tuna,11087.33928
1980,Yemen,Euthynnus affinis,Kawakawa,4998.351028
1980,Yemen,Thunnus tonggol,Longtail tuna,2616.174396
1980,Yemen,Katsuwonus pelamis,Skipjack tuna,7310.248887
1980,Yemen,Thunnus albacares,Yellowfin tuna,3261.94233
1981,American Samoa,Scombridae,Mackerels  tunas and bonitos,48.52878682
1981,Angola,Euthynnus alletteratus,Little tunny,61.252727
1981,Angola,Katsuwonus pelamis,Skipjack tuna,2370.658733
1981,Angola,Thunnus albacares,Yellowfin tuna,894.3907479
1981,Argentina,Thunnus alalunga,Albacore,100.6985942
1981,Argentina,Katsuwonus pelamis,Skipjack tuna,89.17651727
1981,Argentina,Thunnus albacares,Yellowfin tuna,110.7425754
1981,Australia,Thunnus tonggol,Longtail tuna,5.190743481
1981,Australia,Scombridae,Mackerels  tunas and bonitos,3.2100229
1981,Australia,Katsuwonus pelamis,Skipjack tuna,277.002609
1981,Australia,Thunnus maccoyii,Southern bluefin tuna,3385.581644
1981,Australia,Thunnus albacares,Yellowfin tuna,175.599444
1981,Barbados,Makaira nigricans,Blue marlin,112.3212306
1981,Barbados,Katsuwonus pelamis,Skipjack tuna,74.9018931
1981,Barbados,Thunnus albacares,Yellowfin tuna,28.74489544
1981,Benin,Thunnus obesus,Bigeye tuna,39.78086676
1981,Benin,Makaira nigricans,Blue marlin,5.950757936
1981,Benin,Euthynnus alletteratus,Little tunny,8.703412799
1981,Benin,Katsuwonus pelamis,Skipjack tuna,59.57499114
1981,Benin,Thunnus albacares,Yellowfin tuna,99.2367902
1981,Bermuda (UK),Euthynnus lineatus,Black skipjack,391.8311896
1981,Bermuda (UK),Makaira nigricans,Blue marlin,0.12125707
1981,Bermuda (UK),Katsuwonus pelamis,Skipjack tuna,808.1787033
1981,Bermuda (UK),Thunnus albacares,Yellowfin tuna,391.1657542
1981,Brazil,Thunnus alalunga,Albacore,427.8258363
1981,Brazil,Thunnus thynnus,Atlantic bluefin tuna,0.896600029
1981,Brazil,Thunnus obesus,Bigeye tuna,513.0669259
1981,Brazil,Thunnus atlanticus,Blackfin tuna,3.104596891
1981,Brazil,Makaira nigricans,Blue marlin,19.85384419
1981,Brazil,Scombridae,Mackerels  tunas and bonitos,43.38081627
1981,Brazil,Katsuwonus pelamis,Skipjack tuna,9525.495913
1981,Brazil,Thunnus albacares,Yellowfin tuna,1493.520092
1981,Canada,Thunnus alalunga,Albacore,88.83626118
1981,Canada,Thunnus thynnus,Atlantic bluefin tuna,7.726229635
1981,Canada,Thunnus obesus,Bigeye tuna,89.99999972
1981,Canada,Euthynnus lineatus,Black skipjack,58.08313908
1981,Canada,Scombridae,Mackerels  tunas and bonitos,40.00000068
1981,Canada,Katsuwonus pelamis,Skipjack tuna,207.9171559
1981,Canada,Thunnus albacares,Yellowfin tuna,204.8247867
1981,Cape Verde,Thunnus obesus,Bigeye tuna,32.71150499
1981,Cape Verde,Euthynnus alletteratus,Little tunny,12.83374753
1981,Cape Verde,Katsuwonus pelamis,Skipjack tuna,779.2224514
1981,Cape Verde,Thunnus albacares,Yellowfin tuna,2289.494845
1981,Cayman Isl. (UK),Katsuwonus pelamis,Skipjack tuna,1800.000025
1981,Cayman Isl. (UK),Thunnus albacares,Yellowfin tuna,1459.999978
1981,Chile,Thunnus alalunga,Albacore,26.35365901
1981,Chile,Katsuwonus pelamis,Skipjack tuna,7.686121868
1981,Colombia,Scombridae,Mackerels  tunas and bonitos,300.859894
1981,Comoros,Scombridae,Mackerels  tunas and bonitos,106.3341312
1981,Comoros,Katsuwonus pelamis,Skipjack tuna,1401.645013
1981,Comoros,Thunnus albacares,Yellowfin tuna,107.6075131
1981,Congo, R. of,Katsuwonus pelamis,Skipjack tuna,198.9055444
1981,Congo, R. of,Thunnus albacares,Yellowfin tuna,49.71692986
1981,Costa Rica,Thunnus obesus,Bigeye tuna,79.04836199
1981,Costa Rica,Euthynnus lineatus,Black skipjack,170.2449186
1981,Costa Rica,Scombridae,Mackerels  tunas and bonitos,0.236299611
1981,Costa Rica,Katsuwonus pelamis,Skipjack tuna,948.9117492
1981,Costa Rica,Thunnus albacares,Yellowfin tuna,2695.206979
1981,Côte d'Ivoire,Makaira nigricans,Blue marlin,131.4562846
1981,Côte d'Ivoire,Euthynnus alletteratus,Little tunny,18.07971326
1981,Côte d'Ivoire,Scombridae,Mackerels  tunas and bonitos,545.4041707
1981,Cuba,Thunnus alalunga,Albacore,93.06953247
1981,Cuba,Thunnus obesus,Bigeye tuna,635.1690758
1981,Cuba,Makaira nigricans,Blue marlin,95.25071813
1981,Cuba,Euthynnus alletteratus,Little tunny,0.190634915
1981,Cuba,Katsuwonus pelamis,Skipjack tuna,157.2122497
1981,Cuba,Thunnus albacares,Yellowfin tuna,2500.917475
1981,Ecuador,Thunnus obesus,Bigeye tuna,908.1359576
1981,Ecuador,Euthynnus lineatus,Black skipjack,571.5604556
1981,Ecuador,Scombridae,Mackerels  tunas and bonitos,533.8050851
1981,Ecuador,Katsuwonus pelamis,Skipjack tuna,8574.45747
1981,Ecuador,Thunnus albacares,Yellowfin tuna,7241.369269
1981,El Salvador,Katsuwonus pelamis,Skipjack tuna,157.9858828
1981,El Salvador,Thunnus albacares,Yellowfin tuna,278.6759478
1981,Estonia,Thunnus alalunga,Albacore,2.489704092
1981,Estonia,Thunnus obesus,Bigeye tuna,179.3812557
1981,Estonia,Makaira nigricans,Blue marlin,0.047221178
1981,Estonia,Euthynnus alletteratus,Little tunny,0.530607818
1981,Estonia,Scombridae,Mackerels  tunas and bonitos,11.7362596
1981,Estonia,Katsuwonus pelamis,Skipjack tuna,96.6313299
1981,Estonia,Thunnus albacares,Yellowfin tuna,30.23669051
1981,Fiji,Katsuwonus pelamis,Skipjack tuna,4873.281566
1981,Fiji,Thunnus albacares,Yellowfin tuna,503.3440573
1981,France,Thunnus alalunga,Albacore,1998.442183
1981,France,Thunnus thynnus,Atlantic bluefin tuna,40.78284216
1981,France,Thunnus obesus,Bigeye tuna,6472.15724
1981,France,Makaira nigricans,Blue marlin,107.9687701
1981,France,Euthynnus alletteratus,Little tunny,2.481941038
1981,France,Katsuwonus pelamis,Skipjack tuna,19723.62563
1981,France,Thunnus albacares,Yellowfin tuna,40194.38762
1981,Georgia,Thunnus alalunga,Albacore,0.668201285
1981,Georgia,Thunnus obesus,Bigeye tuna,38.81273546
1981,Georgia,Makaira nigricans,Blue marlin,0.010540076
1981,Georgia,Euthynnus alletteratus,Little tunny,0.169278946
1981,Georgia,Scombridae,Mackerels  tunas and bonitos,14.13821939
1981,Georgia,Katsuwonus pelamis,Skipjack tuna,21.97488672
1981,Georgia,Thunnus albacares,Yellowfin tuna,6.766433667
1981,Germany,Scombridae,Mackerels  tunas and bonitos,10.39230386
1981,Ghana,Thunnus obesus,Bigeye tuna,698.1409621
1981,Ghana,Makaira nigricans,Blue marlin,108.2681686
1981,Ghana,Euthynnus alletteratus,Little tunny,17.78144463
1981,Ghana,Scombridae,Mackerels  tunas and bonitos,158.7170214
1981,Ghana,Katsuwonus pelamis,Skipjack tuna,6829.426732
1981,Ghana,Thunnus albacares,Yellowfin tuna,4765.92717
1981,Guam (USA),Scombridae,Mackerels  tunas and bonitos,3.829600608
1981,Hong Kong,Scombridae,Mackerels  tunas and bonitos,7.948212669
1981,Indonesia,Thunnus alalunga,Albacore,174.7248482
1981,Indonesia,Thunnus obesus,Bigeye tuna,2593.319514
1981,Indonesia,Euthynnus affinis,Kawakawa,7848.682801
1981,Indonesia,Thunnus tonggol,Longtail tuna,7278.316136
1981,Indonesia,Scombridae,Mackerels  tunas and bonitos,6943.52093
1981,Indonesia,Katsuwonus pelamis,Skipjack tuna,33873.85564
1981,Indonesia,Thunnus maccoyii,Southern bluefin tuna,2.415277704
1981,Indonesia,Thunnus albacares,Yellowfin tuna,13399.86975
1981,Iran,Euthynnus affinis,Kawakawa,394.5250402
1981,Iran,Thunnus tonggol,Longtail tuna,1895.773008
1981,Israel,Euthynnus alletteratus,Little tunny,4.005604427
1981,Japan,Thunnus alalunga,Albacore,52795.66499
1981,Japan,Thunnus thynnus,Atlantic bluefin tuna,1168.996333
1981,Japan,Thunnus obesus,Bigeye tuna,119366.0056
1981,Japan,Makaira nigricans,Blue marlin,284.8570188
1981,Japan,Scombridae,Mackerels  tunas and bonitos,3932.408395
1981,Japan,Thunnus orientalis,Pacific bluefin tuna,25191.81204
1981,Japan,Katsuwonus pelamis,Skipjack tuna,161054.5423
1981,Japan,Thunnus maccoyii,Southern bluefin tuna,24627.82187
1981,Japan,Thunnus albacares,Yellowfin tuna,62139.29517
1981,Kenya,Thunnus alalunga,Albacore,31.84005889
1981,Kenya,Thunnus obesus,Bigeye tuna,180.43975
1981,Kenya,Katsuwonus pelamis,Skipjack tuna,300.8538791
1981,Kenya,Thunnus albacares,Yellowfin tuna,270.9159488
1981,Kiribati,Katsuwonus pelamis,Skipjack tuna,340.699643
1981,Kiribati,Thunnus albacares,Yellowfin tuna,191.9777567
1981,Korea (South),Thunnus alalunga,Albacore,40391.68672
1981,Korea (South),Thunnus obesus,Bigeye tuna,98761.36828
1981,Korea (South),Makaira nigricans,Blue marlin,74.50098063
1981,Korea (South),Scombridae,Mackerels  tunas and bonitos,1399.581838
1981,Korea (South),Katsuwonus pelamis,Skipjack tuna,26537.32838
1981,Korea (South),Thunnus albacares,Yellowfin tuna,67131.37546
1981,Latvia,Thunnus alalunga,Albacore,3.599348639
1981,Latvia,Thunnus obesus,Bigeye tuna,265.865779
1981,Latvia,Makaira nigricans,Blue marlin,0.068444726
1981,Latvia,Euthynnus alletteratus,Little tunny,0.623571843
1981,Latvia,Scombridae,Mackerels  tunas and bonitos,12.36181807
1981,Latvia,Katsuwonus pelamis,Skipjack tuna,141.6169772
1981,Latvia,Thunnus albacares,Yellowfin tuna,44.19560858
1981,Liberia,Thunnus obesus,Bigeye tuna,424.1341412
1981,Lithuania,Thunnus alalunga,Albacore,3.604026993
1981,Lithuania,Thunnus obesus,Bigeye tuna,253.7555578
1981,Lithuania,Makaira nigricans,Blue marlin,0.066882043
1981,Lithuania,Euthynnus alletteratus,Little tunny,0.627750742
1981,Lithuania,Scombridae,Mackerels  tunas and bonitos,74.00697107
1981,Lithuania,Katsuwonus pelamis,Skipjack tuna,137.0801877
1981,Lithuania,Thunnus albacares,Yellowfin tuna,42.679299
1981,Mauritania,Euthynnus alletteratus,Little tunny,0.587109241
1981,Mexico,Thunnus alalunga,Albacore,5.744984554
1981,Mexico,Thunnus thynnus,Atlantic bluefin tuna,6.671344761
1981,Mexico,Thunnus obesus,Bigeye tuna,569.9999982
1981,Mexico,Thunnus orientalis,Pacific bluefin tuna,879.991046
1981,Mexico,Katsuwonus pelamis,Skipjack tuna,21120.05273
1981,Mexico,Thunnus albacares,Yellowfin tuna,33438.8665
1981,New Zealand,Thunnus alalunga,Albacore,1595.77472
1981,New Zealand,Katsuwonus pelamis,Skipjack tuna,6143.606757
1981,New Zealand,Thunnus maccoyii,Southern bluefin tuna,146.0002148
1981,New Zealand,Thunnus albacares,Yellowfin tuna,0.816252102
1981,North Marianas (USA),Katsuwonus pelamis,Skipjack tuna,25.44247134
1981,Norway,Thunnus thynnus,Atlantic bluefin tuna,0.033252384
1981,Other countries,Thunnus obesus,Bigeye tuna,222.9091934
1981,Other countries,Katsuwonus pelamis,Skipjack tuna,1770.903333
1981,Other countries,Thunnus albacares,Yellowfin tuna,2705.132643
1981,Pakistan,Thunnus tonggol,Longtail tuna,6829.031832
1981,Pakistan,Katsuwonus pelamis,Skipjack tuna,438.8594693
1981,Palau,Scombridae,Mackerels  tunas and bonitos,11.36401983
1981,Palau,Katsuwonus pelamis,Skipjack tuna,5920.4077
1981,Palau,Thunnus albacares,Yellowfin tuna,2239.679419
1981,Panama,Thunnus alalunga,Albacore,299.4451714
1981,Panama,Thunnus thynnus,Atlantic bluefin tuna,55.81445861
1981,Panama,Thunnus obesus,Bigeye tuna,3189.503518
1981,Panama,Euthynnus alletteratus,Little tunny,0.260600827
1981,Panama,Scombridae,Mackerels  tunas and bonitos,808.1163216
1981,Panama,Katsuwonus pelamis,Skipjack tuna,3864.754451
1981,Panama,Thunnus albacares,Yellowfin tuna,8443.843708
1981,Peru,Katsuwonus pelamis,Skipjack tuna,17.60061748
1981,Peru,Thunnus albacares,Yellowfin tuna,356.3247529
1981,Philippines,Thunnus obesus,Bigeye tuna,3479.318584
1981,Philippines,Euthynnus affinis,Kawakawa,8743.936318
1981,Philippines,Scombridae,Mackerels  tunas and bonitos,770.4814088
1981,Philippines,Katsuwonus pelamis,Skipjack tuna,19617.29001
1981,Philippines,Thunnus albacares,Yellowfin tuna,28891.82192
1981,Portugal,Thunnus alalunga,Albacore,575.0012764
1981,Portugal,Thunnus thynnus,Atlantic bluefin tuna,1077.601451
1981,Portugal,Thunnus obesus,Bigeye tuna,701.4971679
1981,Portugal,Euthynnus alletteratus,Little tunny,0.013290936
1981,Portugal,Scombridae,Mackerels  tunas and bonitos,19.63246154
1981,Portugal,Katsuwonus pelamis,Skipjack tuna,1259.407258
1981,Portugal,Thunnus albacares,Yellowfin tuna,145.1314543
1981,Puerto Rico (USA),Scombridae,Mackerels  tunas and bonitos,735.9986757
1981,Réunion (France),Thunnus alalunga,Albacore,18.48838132
1981,Réunion (France),Katsuwonus pelamis,Skipjack tuna,44.3710445
1981,Réunion (France),Thunnus albacares,Yellowfin tuna,235.5904366
1981,Romania,Euthynnus alletteratus,Little tunny,0.043162622
1981,Russian Federation,Thunnus alalunga,Albacore,15.55014493
1981,Russian Federation,Thunnus obesus,Bigeye tuna,1004.543954
1981,Russian Federation,Makaira nigricans,Blue marlin,0.258513065
1981,Russian Federation,Euthynnus alletteratus,Little tunny,2.497429848
1981,Russian Federation,Scombridae,Mackerels  tunas and bonitos,213.2772819
1981,Russian Federation,Katsuwonus pelamis,Skipjack tuna,549.8068564
1981,Russian Federation,Thunnus albacares,Yellowfin tuna,169.4772452
1981,Saint Helena (UK),Thunnus alalunga,Albacore,6.824491505
1981,Saint Helena (UK),Thunnus obesus,Bigeye tuna,13.24330807
1981,Saint Helena (UK),Katsuwonus pelamis,Skipjack tuna,105.8251556
1981,Saint Helena (UK),Thunnus albacares,Yellowfin tuna,55.5582284
1981,Saudi Arabia,Scombridae,Mackerels  tunas and bonitos,698.2184177
1981,Senegal,Thunnus obesus,Bigeye tuna,197.1280777
1981,Senegal,Euthynnus alletteratus,Little tunny,14.47515867
1981,Senegal,Katsuwonus pelamis,Skipjack tuna,634.4476608
1981,Senegal,Thunnus albacares,Yellowfin tuna,1309.559377
1981,Sierra Leone,Scombridae,Mackerels  tunas and bonitos,81.31781632
1981,Singapore,Scombridae,Mackerels  tunas and bonitos,497.0962672
1981,Singapore,Katsuwonus pelamis,Skipjack tuna,54.93548618
1981,South Africa,Thunnus alalunga,Albacore,1987.83145
1981,South Africa,Thunnus obesus,Bigeye tuna,353.0280689
1981,South Africa,Scombridae,Mackerels  tunas and bonitos,8.299466785
1981,South Africa,Katsuwonus pelamis,Skipjack tuna,97.04524153
1981,South Africa,Thunnus maccoyii,Southern bluefin tuna,5.407691026
1981,South Africa,Thunnus albacares,Yellowfin tuna,156.7668471
1981,Spain,Thunnus alalunga,Albacore,4796.806671
1981,Spain,Thunnus thynnus,Atlantic bluefin tuna,239.6265197
1981,Spain,Thunnus obesus,Bigeye tuna,5333.212846
1981,Spain,Makaira nigricans,Blue marlin,35.20219823
1981,Spain,Katsuwonus pelamis,Skipjack tuna,14507.68536
1981,Spain,Thunnus,Tuna,4.655759365
1981,Spain,Thunnus albacares,Yellowfin tuna,24695.63566
1981,Sri Lanka,Scombridae,Mackerels  tunas and bonitos,18756.71853
1981,Sri Lanka,Katsuwonus pelamis,Skipjack tuna,15748.87372
1981,Sri Lanka,Thunnus albacares,Yellowfin tuna,6646.737748
1981,Taiwan,Thunnus alalunga,Albacore,39836.02175
1981,Taiwan,Thunnus thynnus,Atlantic bluefin tuna,8.57165496
1981,Taiwan,Thunnus obesus,Bigeye tuna,7981.298522
1981,Taiwan,Makaira nigricans,Blue marlin,125.3080004
1981,Taiwan,Euthynnus affinis,Kawakawa,148.3952417
1981,Taiwan,Thunnus tonggol,Longtail tuna,1.256048157
1981,Taiwan,Scombridae,Mackerels  tunas and bonitos,4587.803715
1981,Taiwan,Thunnus orientalis,Pacific bluefin tuna,155.6388873
1981,Taiwan,Katsuwonus pelamis,Skipjack tuna,1535.556222
1981,Taiwan,Thunnus maccoyii,Southern bluefin tuna,71.71398228
1981,Taiwan,Thunnus albacares,Yellowfin tuna,15396.12223
1981,Tanzania,Scombridae,Mackerels  tunas and bonitos,680.6835589
1981,Thailand,Euthynnus affinis,Kawakawa,2353.165193
1981,Thailand,Thunnus tonggol,Longtail tuna,1277.324624
1981,Togo,Scombridae,Mackerels  tunas and bonitos,189.7641461
1981,Tonga,Scombridae,Mackerels  tunas and bonitos,405.40153
1981,Trinidad & Tobago,Scombridae,Mackerels  tunas and bonitos,182.0945253
1981,Ukraine,Thunnus alalunga,Albacore,8.881373838
1981,Ukraine,Thunnus obesus,Bigeye tuna,537.3440319
1981,Ukraine,Makaira nigricans,Blue marlin,0.142187164
1981,Ukraine,Euthynnus alletteratus,Little tunny,1.434735844
1981,Ukraine,Scombridae,Mackerels  tunas and bonitos,170.7197187
1981,Ukraine,Katsuwonus pelamis,Skipjack tuna,299.6598507
1981,Ukraine,Thunnus albacares,Yellowfin tuna,92.0301771
1981,United Arab Emirates,Euthynnus affinis,Kawakawa,135.0016539
1981,United Arab Emirates,Thunnus tonggol,Longtail tuna,325.7786395
1981,Uruguay,Thunnus alalunga,Albacore,101.1325109
1981,Uruguay,Thunnus thynnus,Atlantic bluefin tuna,1.00000001
1981,Uruguay,Thunnus obesus,Bigeye tuna,154.9291955
1981,Uruguay,Scombridae,Mackerels  tunas and bonitos,22.32335097
1981,Uruguay,Thunnus albacares,Yellowfin tuna,142.9070596
1981,USA,Thunnus alalunga,Albacore,10330.11594
1981,USA,Thunnus thynnus,Atlantic bluefin tuna,40.54357538
1981,USA,Thunnus obesus,Bigeye tuna,1757.414997
1981,USA,Thunnus atlanticus,Blackfin tuna,0.108981641
1981,USA,Euthynnus affinis,Kawakawa,10.57706767
1981,USA,Euthynnus alletteratus,Little tunny,0.057911295
1981,USA,Scombridae,Mackerels  tunas and bonitos,56.57910993
1981,USA,Thunnus orientalis,Pacific bluefin tuna,638.6937998
1981,USA,Katsuwonus pelamis,Skipjack tuna,67123.60994
1981,USA,Thunnus albacares,Yellowfin tuna,82695.91922
1981,Vanuatu,Thunnus alalunga,Albacore,162.4551134
1981,Venezuela,Thunnus alalunga,Albacore,378.9129896
1981,Venezuela,Thunnus obesus,Bigeye tuna,3732.266251
1981,Venezuela,Euthynnus lineatus,Black skipjack,9.77308863
1981,Venezuela,Makaira nigricans,Blue marlin,136.8665154
1981,Venezuela,Katsuwonus pelamis,Skipjack tuna,7499.456695
1981,Venezuela,Thunnus albacares,Yellowfin tuna,10829.86233
1981,Yemen,Euthynnus affinis,Kawakawa,3840.419392
1981,Yemen,Thunnus tonggol,Longtail tuna,3083.89864
1981,Yemen,Katsuwonus pelamis,Skipjack tuna,6533.599539
1981,Yemen,Thunnus albacares,Yellowfin tuna,2868.892987
1982,American Samoa,Scombridae,Mackerels  tunas and bonitos,9.705757364
1982,Angola,Euthynnus alletteratus,Little tunny,90.70215937
1982,Angola,Katsuwonus pelamis,Skipjack tuna,2113.181975
1982,Angola,Thunnus albacares,Yellowfin tuna,1368.166035
1982,Argentina,Thunnus alalunga,Albacore,30.72336288
1982,Argentina,Scombridae,Mackerels  tunas and bonitos,22.99066402
1982,Argentina,Katsuwonus pelamis,Skipjack tuna,161.223002
1982,Argentina,Thunnus albacares,Yellowfin tuna,29.88696505
1982,Australia,Thunnus alalunga,Albacore,43.77253287
1982,Australia,Thunnus obesus,Bigeye tuna,8.874377526
1982,Australia,Scombridae,Mackerels  tunas and bonitos,4.03640241
1982,Australia,Katsuwonus pelamis,Skipjack tuna,195.4152208
1982,Australia,Thunnus maccoyii,Southern bluefin tuna,4077.745272
1982,Australia,Thunnus albacares,Yellowfin tuna,138.1370406
1982,Barbados,Makaira nigricans,Blue marlin,95.0410413
1982,Barbados,Katsuwonus pelamis,Skipjack tuna,69.14020902
1982,Barbados,Thunnus albacares,Yellowfin tuna,34.49387453
1982,Benin,Thunnus obesus,Bigeye tuna,44.7534751
1982,Benin,Makaira nigricans,Blue marlin,7.934343914
1982,Benin,Euthynnus alletteratus,Little tunny,9.791339398
1982,Benin,Katsuwonus pelamis,Skipjack tuna,67.51832329
1982,Benin,Thunnus albacares,Yellowfin tuna,112.1375729
1982,Bermuda (UK),Euthynnus lineatus,Black skipjack,314.7810361
1982,Bermuda (UK),Makaira nigricans,Blue marlin,0.242514141
1982,Bermuda (UK),Katsuwonus pelamis,Skipjack tuna,1188.573715
1982,Bermuda (UK),Thunnus albacares,Yellowfin tuna,421.5004102
1982,Brazil,Thunnus alalunga,Albacore,868.8377996
1982,Brazil,Thunnus thynnus,Atlantic bluefin tuna,0.298866676
1982,Brazil,Thunnus obesus,Bigeye tuna,717.9656437
1982,Brazil,Thunnus atlanticus,Blackfin tuna,3.217266661
1982,Brazil,Makaira nigricans,Blue marlin,20.48658492
1982,Brazil,Euthynnus alletteratus,Little tunny,0.237781892
1982,Brazil,Scombridae,Mackerels  tunas and bonitos,296.4323348
1982,Brazil,Katsuwonus pelamis,Skipjack tuna,12532.5234
1982,Brazil,Thunnus albacares,Yellowfin tuna,1424.235764
1982,Bulgaria,Scombridae,Mackerels  tunas and bonitos,5.432503398
1982,Cameroon,Scombridae,Mackerels  tunas and bonitos,21.7325134
1982,Canada,Thunnus alalunga,Albacore,79.34889349
1982,Canada,Thunnus thynnus,Atlantic bluefin tuna,5.314067314
1982,Canada,Scombridae,Mackerels  tunas and bonitos,20.00000034
1982,Canada,Katsuwonus pelamis,Skipjack tuna,460.0000034
1982,Canada,Thunnus albacares,Yellowfin tuna,239.9999986
1982,Cape Verde,Thunnus obesus,Bigeye tuna,124.2978889
1982,Cape Verde,Euthynnus alletteratus,Little tunny,11.01999062
1982,Cape Verde,Katsuwonus pelamis,Skipjack tuna,1030.054422
1982,Cape Verde,Thunnus albacares,Yellowfin tuna,2106.864321
1982,Cayman Isl. (UK),Katsuwonus pelamis,Skipjack tuna,30.00000041
1982,Cayman Isl. (UK),Thunnus albacares,Yellowfin tuna,99.99999852
1982,Chile,Thunnus alalunga,Albacore,1.464092167
1982,Chile,Katsuwonus pelamis,Skipjack tuna,24.76639268
1982,Chile,Thunnus albacares,Yellowfin tuna,81.26803319
1982,Colombia,Scombridae,Mackerels  tunas and bonitos,117.5702785
1982,Colombia,Thunnus albacares,Yellowfin tuna,0.90863572
