Year,FAO,FAO_Name,MTI (Marine Trophic Index),FiB (Fishing-in-Balance index)
1977,87,Southeast Pacific,3.47361214,4.819858317
1978,87,Southeast Pacific,3.478095442,5.288086871
1979,87,Southeast Pacific,3.454371348,5.464077445
1980,87,Southeast Pacific,3.439942627,5.444012506
1981,87,Southeast Pacific,3.505937917,5.666770344
1982,87,Southeast Pacific,3.484628078,5.771389477
1983,87,Southeast Pacific,3.520075786,5.619656276
1984,87,Southeast Pacific,3.488436369,5.838189678
1985,87,Southeast Pacific,3.515495823,5.827073581
1986,87,Southeast Pacific,3.51899505,5.761092385
1987,87,Southeast Pacific,3.5141625,5.999069644
1988,87,Southeast Pacific,3.51440054,6.178869089
1989,87,Southeast Pacific,3.521737657,6.298295277
1990,87,Southeast Pacific,3.532407851,6.406521137
1991,87,Southeast Pacific,3.540930713,6.42122071
1992,87,Southeast Pacific,3.581279318,6.268762865
1993,87,Southeast Pacific,3.582295586,6.286856184
1994,87,Southeast Pacific,3.586878467,6.513782583
1995,87,Southeast Pacific,3.556085151,6.604059005
1996,87,Southeast Pacific,3.546371646,6.466772775
1997,87,Southeast Pacific,3.569693522,6.245078007
1998,87,Southeast Pacific,3.622523315,5.872978253
1999,87,Southeast Pacific,3.719853786,6.099300183
2000,87,Southeast Pacific,3.712251894,6.194693874
2001,87,Southeast Pacific,3.664464675,6.316827954
2002,87,Southeast Pacific,3.703151502,6.2100843
